average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg),gravitational_condition,compression_depth (cm),hypogravity_parabola
,,61.56001981,2023-08-04 16:46:03.118,27.62501981,2023-08-04 16:46:02.830,48.65301981,2023-08-04 16:46:03.166,38.87801981,,0.336,,0.24,,0.576,,33.935,,hypogravity,5,8
,,62.53901981,2023-08-04 16:46:03.694,27.53701981,2023-08-04 16:46:03.406,49.70101981,2023-08-04 16:46:03.734,39.04368647666666,,0.328,,0.224,,0.56,,35.001999999999995,,hypogravity,5,8
,,60.83401981,2023-08-04 16:46:04.254,27.29601981,2023-08-04 16:46:03.958,48.15401981,2023-08-04 16:46:04.302,38.31268647666666,,0.344,,0.312,,0.576,,33.538,,hypogravity,5,8
,,61.55201981,2023-08-04 16:46:04.830,27.05201981,2023-08-04 16:46:04.614,49.31401981,2023-08-04 16:46:04.862,38.47935314333333,,0.248,,0.224,,0.56,,34.5,,hypogravity,5,8
,,60.82801981,2023-08-04 16:46:05.390,26.94301981,2023-08-04 16:46:05.086,47.60301981,2023-08-04 16:46:05.430,38.33735314333333,,0.344,,0.224,,0.56,,33.885000000000005,,hypogravity,5,8
,,62.87001981,2023-08-04 16:46:05.950,27.09201981,2023-08-04 16:46:05.654,48.33001981,2023-08-04 16:46:05.990,38.86401981,,0.336,,0.232,,0.576,,35.778000000000006,,hypogravity,5,8
,,60.87801981,2023-08-04 16:46:06.526,26.86101981,2023-08-04 16:46:06.222,48.98001981,2023-08-04 16:46:06.558,38.413353143333325,,0.336,,0.232,,0.544,,34.017,,hypogravity,5,8
,,59.79701981,2023-08-04 16:46:07.070,27.18101981,2023-08-04 16:46:06.790,47.21001981,2023-08-04 16:46:07.118,37.82635314333333,,0.328,,0.232,,0.576,,32.616,,hypogravity,5,8
,,61.67501981,2023-08-04 16:46:07.646,26.84101981,2023-08-04 16:46:07.350,47.58001981,2023-08-04 16:46:07.686,38.52901981,,0.336,,0.224,,0.56,,34.834,,hypogravity,5,8
,,60.90401981,2023-08-04 16:46:08.206,26.95601981,2023-08-04 16:46:07.910,46.91301981,2023-08-04 16:46:08.246,38.33068647666666,,0.336,,0.224,,0.568,,33.948,,hypogravity,5,8
,,61.13701981,2023-08-04 16:46:08.774,27.04401981,2023-08-04 16:46:08.470,47.71901981,2023-08-04 16:46:08.806,38.26968647666666,,0.336,,0.232,,0.56,,34.093,,hypogravity,5,8
,,61.32101981,2023-08-04 16:46:09.334,26.83601981,2023-08-04 16:46:09.038,48.60101981,2023-08-04 16:46:09.366,38.42301981,,0.328,,0.232,,0.552,,34.485,,hypogravity,5,8
,,59.78901981,2023-08-04 16:46:09.886,26.97401981,2023-08-04 16:46:09.598,47.10701981,2023-08-04 16:46:09.926,37.79235314333333,,0.328,,0.224,,0.568,,32.815,,hypogravity,5,8
,,60.16301981,2023-08-04 16:46:10.454,26.79401981,2023-08-04 16:46:10.150,48.36801981,2023-08-04 16:46:10.494,38.05435314333333,,0.344,,0.224,,0.56,,33.369,,hypogravity,5,8
,,60.68701981,2023-08-04 16:46:11.014,27.00001981,2023-08-04 16:46:10.718,48.64101981,2023-08-04 16:46:11.054,38.17235314333333,,0.336,,0.232,,0.552,,33.687,,hypogravity,5,8
,,59.88501981,2023-08-04 16:46:11.566,26.91501981,2023-08-04 16:46:11.286,46.68101981,2023-08-04 16:46:11.606,37.84901981,,0.32,,0.24,,0.56,,32.97,,hypogravity,5,8
,,59.93901981,2023-08-04 16:46:12.126,26.83101981,2023-08-04 16:46:11.846,46.75401981,2023-08-04 16:46:12.166,37.81301981,,0.32,,0.232,,0.568,,33.108,,hypogravity,5,8
,,61.45801981,2023-08-04 16:46:12.694,26.75001981,2023-08-04 16:46:12.398,46.83101981,2023-08-04 16:46:12.734,38.40601981,,0.336,,0.232,,0.56,,34.708,,hypogravity,5,8
,,58.78901981,2023-08-04 16:46:13.254,26.88001981,2023-08-04 16:46:12.966,46.33301981,2023-08-04 16:46:13.286,37.491686476666665,,0.32,,0.224,,0.552,,31.909,,hypogravity,5,8
,,59.17701981,2023-08-04 16:46:13.806,26.84301981,2023-08-04 16:46:13.510,45.85901981,2023-08-04 16:46:13.846,37.82768647666666,,0.336,,0.232,,0.552,,32.334,,hypogravity,5,8
,,59.14301981,2023-08-04 16:46:14.358,27.15301981,2023-08-04 16:46:14.078,46.05801981,2023-08-04 16:46:14.406,37.71101981,,0.328,,0.24,,0.56,,31.99,,hypogravity,5,8
,,58.08301981,2023-08-04 16:46:14.918,26.99501981,2023-08-04 16:46:14.646,45.54701981,2023-08-04 16:46:14.966,37.40701981,,0.32,,0.232,,0.576,,31.088000000000005,,hypogravity,5,8
,,61.33101981,2023-08-04 16:46:15.494,27.06901981,2023-08-04 16:46:15.198,47.56401981,2023-08-04 16:46:15.534,38.51101980999999,,0.336,,0.232,,0.544,,34.262,,hypogravity,5,8
,,58.58401981,2023-08-04 16:46:16.038,27.10101981,2023-08-04 16:46:15.766,45.51301981,2023-08-04 16:46:16.086,37.56001981,,0.32,,0.232,,0.568,,31.483,,hypogravity,5,8
,,61.15701981,2023-08-04 16:46:16.606,27.04801981,2023-08-04 16:46:16.318,46.54501981,2023-08-04 16:46:16.646,38.43768647666666,,0.328,,0.232,,0.56,,34.109,,hypogravity,5,8
,,60.87801981,2023-08-04 16:46:17.166,27.07801981,2023-08-04 16:46:16.878,45.88701981,2023-08-04 16:46:17.206,38.23468647666667,,0.328,,0.24,,0.56,,33.8,,hypogravity,5,8
,,60.38801981,2023-08-04 16:46:17.726,26.91301981,2023-08-04 16:46:17.446,45.76901981,2023-08-04 16:46:17.766,38.06401981,,0.32,,0.232,,0.552,,33.475,,hypogravity,5,8
,,58.96201981,2023-08-04 16:46:18.278,26.90201981,2023-08-04 16:46:17.998,46.12801981,2023-08-04 16:46:18.326,37.66535314333333,,0.328,,0.232,,0.56,,32.06,,hypogravity,5,8
,,59.09101981,2023-08-04 16:46:18.838,27.01701981,2023-08-04 16:46:18.558,46.16501981,2023-08-04 16:46:18.886,,,0.328,,,,,,32.074,,hypogravity,5,8
59.71490216294118,26.14701981,58.72501981,2023-08-04 16:54:09.334,26.42001981,2023-08-04 16:54:09.142,47.17001981,2023-08-04 16:54:09.350,35.58701981,37.30471677969697,0.208,0.3268235294117647,0.32,0.2327272727272727,0.576,106.68103448275863,32.305,33.567882352941176,hypogravity,5,9
,,57.89301981,2023-08-04 16:54:09.910,24.01801981,2023-08-04 16:54:09.670,47.21801981,2023-08-04 16:54:09.926,35.659686476666664,,0.256,,0.208,,0.552,,33.875,,hypogravity,5,9
,,59.35801981,2023-08-04 16:54:10.462,24.54301981,2023-08-04 16:54:10.134,48.00201981,2023-08-04 16:54:10.502,36.25801981,,0.368,,0.208,,0.576,,34.815,,hypogravity,5,9
,,58.79601981,2023-08-04 16:54:11.038,24.70801981,2023-08-04 16:54:10.710,48.87601981,2023-08-04 16:54:11.102,36.57268647666666,,0.392,,0.2,,0.584,,34.087999999999994,,hypogravity,5,9
,,59.92801981,2023-08-04 16:54:11.622,25.46101981,2023-08-04 16:54:11.302,48.69901981,2023-08-04 16:54:11.638,37.53801981,,0.336,,0.24,,0.536,,34.467,,hypogravity,5,9
,,59.71001981,2023-08-04 16:54:12.158,26.34301981,2023-08-04 16:54:11.878,48.95801981,2023-08-04 16:54:12.214,37.74135314333333,,0.336,,0.224,,0.584,,33.367,,hypogravity,5,9
,,61.40001981,2023-08-04 16:54:12.742,26.75701981,2023-08-04 16:54:12.438,46.57701981,2023-08-04 16:54:12.806,38.22668647666666,,0.368,,0.2,,0.568,,34.643,,hypogravity,5,9
,,60.89401981,2023-08-04 16:54:13.310,26.64001981,2023-08-04 16:54:13.006,48.94601981,2023-08-04 16:54:13.342,37.99401981,,0.336,,0.224,,0.56,,34.254000000000005,,hypogravity,5,9
,,62.07101981,2023-08-04 16:54:13.870,26.54401981,2023-08-04 16:54:13.566,47.79701981,2023-08-04 16:54:13.910,38.28968647666667,,0.344,,0.312,,0.568,,35.527,,hypogravity,5,9
,,60.76001981,2023-08-04 16:54:14.438,26.39901981,2023-08-04 16:54:14.222,47.29601981,2023-08-04 16:54:14.478,37.24001981,,0.256,,0.224,,0.56,,34.361000000000004,,hypogravity,5,9
,,58.95701981,2023-08-04 16:54:14.998,25.48001981,2023-08-04 16:54:14.702,46.51501981,2023-08-04 16:54:15.038,37.29768647666666,,0.336,,0.24,,0.56,,33.477,,hypogravity,5,9
,,58.82201981,2023-08-04 16:54:15.558,26.46801981,2023-08-04 16:54:15.278,46.80301981,2023-08-04 16:54:15.606,37.22935314333333,,0.328,,0.232,,0.568,,32.354,,hypogravity,5,9
,,59.45201981,2023-08-04 16:54:16.126,26.43301981,2023-08-04 16:54:15.838,46.28901981,2023-08-04 16:54:16.166,37.26135314333334,,0.328,,0.232,,0.552,,33.019000000000005,,hypogravity,5,9
,,59.82201981,2023-08-04 16:54:16.678,26.16601981,2023-08-04 16:54:16.398,45.74101981,2023-08-04 16:54:16.726,37.53401981,,0.328,,0.24,,0.576,,33.656,,hypogravity,5,9
,,60.09701981,2023-08-04 16:54:17.254,26.39001981,2023-08-04 16:54:16.966,47.58401981,2023-08-04 16:54:17.326,37.52701981,,0.36,,0.192,,0.56,,33.707,,hypogravity,5,9
,,60.03701981,2023-08-04 16:54:17.814,26.24201981,2023-08-04 16:54:17.518,47.32201981,2023-08-04 16:54:17.854,37.57768647666666,,0.336,,0.232,,0.56,,33.795,,hypogravity,5,9
,,60.15901981,2023-08-04 16:54:18.374,26.34801981,2023-08-04 16:54:18.086,45.58101981,2023-08-04 16:54:18.414,37.463686476666666,,0.328,,0.192,,0.568,,33.81099999999999,,hypogravity,5,9
,,59.00501981,2023-08-04 16:54:18.942,26.11601981,2023-08-04 16:54:18.606,46.32201981,2023-08-04 16:54:18.974,37.09368647666666,,0.368,,0.232,,0.552,,32.889,,hypogravity,5,9
,,58.91401981,2023-08-04 16:54:19.494,26.13801981,2023-08-04 16:54:19.206,45.50501981,2023-08-04 16:54:19.534,37.12801981,,0.328,,0.232,,0.56,,32.776,,hypogravity,5,9
,,57.74801981,2023-08-04 16:54:20.054,26.23501981,2023-08-04 16:54:19.766,45.27501981,2023-08-04 16:54:20.094,36.69001981,,0.328,,0.232,,0.568,,31.513,,hypogravity,5,9
,,57.86801981,2023-08-04 16:54:20.622,26.16101981,2023-08-04 16:54:20.326,46.12501981,2023-08-04 16:54:20.654,36.92068647666666,,0.328,,0.24,,0.56,,31.707,,hypogravity,5,9
,,59.58501981,2023-08-04 16:54:21.182,26.44701981,2023-08-04 16:54:20.894,47.25601981,2023-08-04 16:54:21.214,37.49768647666666,,0.32,,0.232,,0.552,,33.138,,hypogravity,5,9
,,60.84601981,2023-08-04 16:54:21.734,26.45401981,2023-08-04 16:54:21.446,45.04501981,2023-08-04 16:54:21.774,37.84001981,,0.328,,0.232,,0.56,,34.392,,hypogravity,5,9
,,60.66401981,2023-08-04 16:54:22.294,26.33701981,2023-08-04 16:54:22.006,44.99901981,2023-08-04 16:54:22.334,37.71135314333333,,0.328,,0.232,,0.56,,34.327,,hypogravity,5,9
,,60.95301981,2023-08-04 16:54:22.854,26.23501981,2023-08-04 16:54:22.566,45.41701981,2023-08-04 16:54:22.894,37.88035314333333,,0.328,,0.232,,0.56,,34.718,,hypogravity,5,9
,,57.65601981,2023-08-04 16:54:23.414,26.34401981,2023-08-04 16:54:23.126,44.53501981,2023-08-04 16:54:23.454,36.77801981,,0.328,,0.232,,0.552,,31.312,,hypogravity,5,9
,,59.20701981,2023-08-04 16:54:23.966,26.33901981,2023-08-04 16:54:23.686,44.23001981,2023-08-04 16:54:24.014,37.30368647666667,,0.328,,0.232,,0.576,,32.867999999999995,,hypogravity,5,9
,,59.19701981,2023-08-04 16:54:24.542,26.35201981,2023-08-04 16:54:24.246,46.56301981,2023-08-04 16:54:24.574,37.32168647666667,,0.328,,0.24,,0.552,,32.845,,hypogravity,5,9
,,56.89901981,2023-08-04 16:54:25.094,26.38401981,2023-08-04 16:54:24.814,45.26601981,2023-08-04 16:54:25.134,36.53168647666666,,0.32,,0.232,,0.56,,30.515,,hypogravity,5,9
,,59.88401981,2023-08-04 16:54:25.654,26.34801981,2023-08-04 16:54:25.366,44.74501981,2023-08-04 16:54:25.694,37.65935314333333,,0.328,,0.24,,0.56,,33.536,,hypogravity,5,9
,,60.45301981,2023-08-04 16:54:26.214,26.54701981,2023-08-04 16:54:25.934,44.95701981,2023-08-04 16:54:26.254,37.85968647666667,,0.32,,0.232,,0.56,,33.906000000000006,,hypogravity,5,9
,,60.44801981,2023-08-04 16:54:26.774,26.56301981,2023-08-04 16:54:26.486,45.08201981,2023-08-04 16:54:26.814,37.55535314333333,,0.328,,0.232,,0.56,,33.885,,hypogravity,5,9
,,61.80101981,2023-08-04 16:54:27.334,26.10901981,2023-08-04 16:54:27.046,45.54001981,2023-08-04 16:54:27.374,38.28635314333333,,0.328,,0.256,,0.56,,35.692,,hypogravity,5,9
,,62.29701981,2023-08-04 16:54:27.894,26.52901981,2023-08-04 16:54:27.630,44.47401981,2023-08-04 16:54:27.934,,,0.304,,,,,,35.768,,hypogravity,5,9
56.37277738575757,24.364747082727277,55.14401981,2023-08-04 17:02:47.758,22.06401981,2023-08-04 17:02:47.430,43.26001981,2023-08-04 17:02:47.806,33.08001981,35.09097814333333,0.376,0.3212121212121213,0.224,0.24475,0.608,106.47737355811888,33.08,32.0080303030303,hypogravity,5,10
,,54.81501981,2023-08-04 17:02:48.366,22.04801981,2023-08-04 17:02:48.030,44.59701981,2023-08-04 17:02:48.382,33.06368647666667,,0.352,,0.32,,0.544,,32.767,,hypogravity,5,10
,,55.98801981,2023-08-04 17:02:48.910,22.18801981,2023-08-04 17:02:48.702,44.87101981,2023-08-04 17:02:48.950,34.50535314333333,,0.248,,0.32,,0.568,,33.8,,hypogravity,5,10
,,58.01101981,2023-08-04 17:02:49.478,23.76401981,2023-08-04 17:02:49.270,46.51501981,2023-08-04 17:02:49.526,35.46835314333333,,0.256,,0.32,,0.576,,34.247,,hypogravity,5,10
,,56.71301981,2023-08-04 17:02:50.054,24.19701981,2023-08-04 17:02:49.846,46.33401981,2023-08-04 17:02:50.094,34.75635314333333,,0.248,,0.232,,0.576,,32.516,,hypogravity,5,10
,,57.56701981,2023-08-04 17:02:50.630,23.77801981,2023-08-04 17:02:50.326,47.06401981,2023-08-04 17:02:50.662,35.183686476666665,,0.336,,0.232,,0.568,,33.789,,hypogravity,5,10
,,56.15901981,2023-08-04 17:02:51.198,23.99201981,2023-08-04 17:02:50.894,46.80301981,2023-08-04 17:02:51.230,35.08301981,,0.336,,0.232,,0.56,,32.167,,hypogravity,5,10
,,55.79101981,2023-08-04 17:02:51.758,24.54501981,2023-08-04 17:02:51.462,44.97701981,2023-08-04 17:02:51.798,35.25435314333333,,0.336,,0.32,,0.584,,31.246,,hypogravity,5,10
,,56.41101981,2023-08-04 17:02:52.342,24.98601981,2023-08-04 17:02:52.118,46.20601981,2023-08-04 17:02:52.358,35.35035314333333,,0.24,,0.208,,0.544,,31.425,,hypogravity,5,10
,,55.80801981,2023-08-04 17:02:52.886,24.82001981,2023-08-04 17:02:52.566,45.26901981,2023-08-04 17:02:52.926,34.95935314333333,,0.36,,0.224,,0.584,,30.988,,hypogravity,5,10
,,55.69401981,2023-08-04 17:02:53.470,24.53501981,2023-08-04 17:02:53.150,45.14001981,2023-08-04 17:02:53.494,34.91468647666667,,0.344,,0.312,,0.544,,31.159,,hypogravity,5,10
,,56.62001981,2023-08-04 17:02:54.014,24.52501981,2023-08-04 17:02:53.806,43.42601981,2023-08-04 17:02:54.054,35.281353143333334,,0.248,,0.224,,0.568,,32.095,,hypogravity,5,10
,,56.54201981,2023-08-04 17:02:54.582,24.61201981,2023-08-04 17:02:54.278,44.07401981,2023-08-04 17:02:54.622,35.38401981,,0.344,,0.312,,0.56,,31.93,,hypogravity,5,10
,,57.48201981,2023-08-04 17:02:55.142,24.80501981,2023-08-04 17:02:54.934,44.74601981,2023-08-04 17:02:55.182,35.56068647666666,,0.248,,0.232,,0.568,,32.67699999999999,,hypogravity,5,10
,,56.30501981,2023-08-04 17:02:55.710,24.60001981,2023-08-04 17:02:55.414,45.97901981,2023-08-04 17:02:55.742,35.16501981,,0.328,,0.232,,0.56,,31.705,,hypogravity,5,10
,,57.94801981,2023-08-04 17:02:56.270,24.59501981,2023-08-04 17:02:55.974,44.57101981,2023-08-04 17:02:56.310,35.55668647666666,,0.336,,0.224,,0.56,,33.352999999999994,,hypogravity,5,10
,,54.87201981,2023-08-04 17:02:56.830,24.36101981,2023-08-04 17:02:56.534,43.45801981,2023-08-04 17:02:56.870,34.64001981,,0.336,,0.224,,0.56,,30.511,,hypogravity,5,10
,,55.44201981,2023-08-04 17:02:57.390,24.52401981,2023-08-04 17:02:57.094,44.57401981,2023-08-04 17:02:57.430,34.78401981,,0.336,,0.224,,0.56,,30.918,,hypogravity,5,10
,,57.13101981,2023-08-04 17:02:57.950,24.45501981,2023-08-04 17:02:57.654,43.86701981,2023-08-04 17:02:57.990,35.53901981,,0.336,,0.208,,0.568,,32.676,,hypogravity,5,10
,,54.56301981,2023-08-04 17:02:58.518,24.74301981,2023-08-04 17:02:58.198,44.47701981,2023-08-04 17:02:58.550,34.55168647666666,,0.352,,0.2,,0.552,,29.82,,hypogravity,5,10
,,53.98401981,2023-08-04 17:02:59.070,24.54601981,2023-08-04 17:02:58.750,43.54401981,2023-08-04 17:02:59.110,34.51535314333333,,0.36,,0.232,,0.56,,29.438,,hypogravity,5,10
,,55.74001981,2023-08-04 17:02:59.630,24.78101981,2023-08-04 17:02:59.342,44.64701981,2023-08-04 17:02:59.670,35.071353143333326,,0.328,,0.216,,0.56,,30.959,,hypogravity,5,10
,,54.19601981,2023-08-04 17:03:00.190,24.73701981,2023-08-04 17:02:59.886,44.45201981,2023-08-04 17:03:00.230,34.67801981,,0.344,,0.24,,0.568,,29.459000000000003,,hypogravity,5,10
,,55.78201981,2023-08-04 17:03:00.758,24.91901981,2023-08-04 17:03:00.470,44.38301981,2023-08-04 17:03:00.790,35.14401981,,0.32,,0.24,,0.552,,30.863,,hypogravity,5,10
,,55.76801981,2023-08-04 17:03:01.310,24.82501981,2023-08-04 17:03:01.030,44.04401981,2023-08-04 17:03:01.350,35.09335314333333,,0.32,,0.232,,0.56,,30.943,,hypogravity,5,10
,,56.61301981,2023-08-04 17:03:01.870,24.75601981,2023-08-04 17:03:01.582,44.59601981,2023-08-04 17:03:01.910,35.44701981,,0.328,,0.232,,0.552,,31.857,,hypogravity,5,10
,,57.96301981,2023-08-04 17:03:02.422,24.86401981,2023-08-04 17:03:02.142,42.69301981,2023-08-04 17:03:02.470,35.85635314333333,,0.328,,0.224,,0.568,,33.099000000000004,,hypogravity,5,10
,,58.61801981,2023-08-04 17:03:02.990,24.80301981,2023-08-04 17:03:02.694,43.36301981,2023-08-04 17:03:03.030,36.17668647666666,,0.336,,0.232,,0.56,,33.815,,hypogravity,5,10
,,58.33601981,2023-08-04 17:03:03.550,24.95601981,2023-08-04 17:03:03.262,44.43801981,2023-08-04 17:03:03.590,35.99335314333334,,0.328,,0.232,,0.552,,33.38,,hypogravity,5,10
,,58.10501981,2023-08-04 17:03:04.102,24.82201981,2023-08-04 17:03:03.822,43.88501981,2023-08-04 17:03:04.150,35.94101981,,0.328,,0.232,,0.568,,33.283,,hypogravity,5,10
,,56.75801981,2023-08-04 17:03:04.670,24.85901981,2023-08-04 17:03:04.382,45.25201981,2023-08-04 17:03:04.710,35.44335314333333,,0.328,,0.224,,0.56,,31.899,,hypogravity,5,10
,,57.91901981,2023-08-04 17:03:05.230,24.78601981,2023-08-04 17:03:04.934,43.90201981,2023-08-04 17:03:05.270,35.469686476666666,,0.336,,0.272,,0.56,,33.133,,hypogravity,5,10
,,55.51301981,2023-08-04 17:03:05.790,24.24501981,2023-08-04 17:03:05.542,45.71101981,2023-08-04 17:03:05.862,,,0.32,,,,,,31.268000000000004,,hypogravity,5,10
49.41163992173184,19.017204167541895,62.37101981,2023-08-04 18:37:56.550,22.22301981,2023-08-04 18:37:55.046,49.19201981,2023-08-04 18:37:56.606,35.48635314333333,29.14578947292135,1.56,0.2481340782122905,0.28,0.3197752808988763,0.584,107.022607022607,40.148,30.394435754189946,normogravity,5,
,,59.89901981,2023-08-04 18:37:57.134,22.04401981,2023-08-04 18:37:56.886,46.88501981,2023-08-04 18:37:57.158,34.33435314333333,,0.272,,0.232,,0.584,,37.855,,normogravity,5,
,,59.56701981,2023-08-04 18:37:57.718,21.55201981,2023-08-04 18:37:57.390,46.48901981,2023-08-04 18:37:57.734,34.28568647666666,,0.344,,0.24,,0.552,,38.015,,normogravity,5,
,,57.99101981,2023-08-04 18:37:58.270,21.64501981,2023-08-04 18:37:57.974,46.22401981,2023-08-04 18:37:58.310,33.73435314333333,,0.336,,0.24,,0.568,,36.346,,normogravity,5,
,,57.19401981,2023-08-04 18:37:58.838,21.60601981,2023-08-04 18:37:58.550,44.05601981,2023-08-04 18:37:58.886,33.299353143333335,,0.336,,0.232,,0.576,,35.588,,normogravity,5,
,,56.14201981,2023-08-04 18:37:59.414,21.35201981,2023-08-04 18:37:59.118,45.17001981,2023-08-04 18:37:59.454,33.038019809999994,,0.336,,0.248,,0.568,,34.79,,normogravity,5,
,,56.89201981,2023-08-04 18:37:59.982,21.48601981,2023-08-04 18:37:59.702,43.36901981,2023-08-04 18:38:00.030,33.20068647666666,,0.328,,0.304,,0.568,,35.406000000000006,,normogravity,5,
,,56.74801981,2023-08-04 18:38:00.550,21.35501981,2023-08-04 18:38:00.334,43.31501981,2023-08-04 18:38:00.598,33.03868647666667,,0.264,,0.304,,0.568,,35.393,,normogravity,5,
,,56.31001981,2023-08-04 18:38:01.118,21.18401981,2023-08-04 18:38:00.902,43.83101981,2023-08-04 18:38:01.166,32.884686476666666,,0.264,,0.312,,0.568,,35.126000000000005,,normogravity,5,
,,55.43001981,2023-08-04 18:38:01.686,21.17201981,2023-08-04 18:38:01.478,44.26501981,2023-08-04 18:38:01.734,32.61468647666666,,0.256,,0.216,,0.568,,34.258,,normogravity,5,
,,55.79701981,2023-08-04 18:38:02.254,21.20701981,2023-08-04 18:38:01.950,43.29001981,2023-08-04 18:38:02.294,32.53635314333333,,0.344,,0.232,,0.568,,34.59,,normogravity,5,
,,55.30401981,2023-08-04 18:38:02.822,20.90601981,2023-08-04 18:38:02.526,42.66301981,2023-08-04 18:38:02.862,32.42335314333333,,0.336,,0.216,,0.56,,34.398,,normogravity,5,
,,54.34401981,2023-08-04 18:38:03.382,20.98301981,2023-08-04 18:38:03.078,42.24601981,2023-08-04 18:38:03.422,31.91201981,,0.344,,0.224,,0.568,,33.361000000000004,,normogravity,5,
,,54.12101981,2023-08-04 18:38:03.950,20.69601981,2023-08-04 18:38:03.646,41.39101981,2023-08-04 18:38:03.990,31.850353143333333,,0.344,,0.232,,0.56,,33.425,,normogravity,5,
,,53.94001981,2023-08-04 18:38:04.510,20.71501981,2023-08-04 18:38:04.222,41.69501981,2023-08-04 18:38:04.550,31.85135314333333,,0.328,,0.312,,0.568,,33.225,,normogravity,5,
,,54.09701981,2023-08-04 18:38:05.078,20.80701981,2023-08-04 18:38:04.862,41.82701981,2023-08-04 18:38:05.118,31.82301981,,0.256,,0.232,,0.56,,33.29,,normogravity,5,
,,54.30801981,2023-08-04 18:38:05.638,20.68601981,2023-08-04 18:38:05.350,41.67901981,2023-08-04 18:38:05.678,31.852686476666666,,0.328,,0.312,,0.56,,33.622,,normogravity,5,
,,54.39501981,2023-08-04 18:38:06.198,20.62501981,2023-08-04 18:38:05.990,41.47601981,2023-08-04 18:38:06.238,31.89035314333333,,0.248,,0.336,,0.56,,33.77,,normogravity,5,
,,54.15301981,2023-08-04 18:38:06.758,20.63801981,2023-08-04 18:38:06.574,41.90101981,2023-08-04 18:38:06.798,31.84701981,,0.224,,0.232,,0.568,,33.515,,normogravity,5,
,,52.97801981,2023-08-04 18:38:07.326,20.69401981,2023-08-04 18:38:07.030,42.85601981,2023-08-04 18:38:07.358,31.398686476666665,,0.328,,0.224,,0.56,,32.284,,normogravity,5,
,,53.93301981,2023-08-04 18:38:07.886,20.60901981,2023-08-04 18:38:07.582,41.99201981,2023-08-04 18:38:07.918,31.74301981,,0.336,,0.336,,0.552,,33.324,,normogravity,5,
,,53.55701981,2023-08-04 18:38:08.438,20.64801981,2023-08-04 18:38:08.254,41.45301981,2023-08-04 18:38:08.478,31.49101981,,0.224,,0.32,,0.56,,32.909,,normogravity,5,
,,52.93601981,2023-08-04 18:38:08.998,20.45801981,2023-08-04 18:38:08.798,41.36601981,2023-08-04 18:38:09.038,31.284686476666664,,0.24,,0.312,,0.56,,32.477999999999994,,normogravity,5,
,,52.63201981,2023-08-04 18:38:09.558,20.45901981,2023-08-04 18:38:09.350,41.14601981,2023-08-04 18:38:09.598,31.114686476666662,,0.248,,0.328,,0.56,,32.173,,normogravity,5,
,,52.55701981,2023-08-04 18:38:10.118,20.35601981,2023-08-04 18:38:09.926,41.04101981,2023-08-04 18:38:10.158,31.05701981,,0.232,,0.336,,0.56,,32.201,,normogravity,5,
,,53.36901981,2023-08-04 18:38:10.678,20.30701981,2023-08-04 18:38:10.494,40.93201981,2023-08-04 18:38:10.718,31.40435314333333,,0.224,,0.312,,0.56,,33.062,,normogravity,5,
,,52.94501981,2023-08-04 18:38:11.238,20.42201981,2023-08-04 18:38:11.030,41.08901981,2023-08-04 18:38:11.278,31.165686476666664,,0.248,,0.336,,0.56,,32.523,,normogravity,5,
,,53.10701981,2023-08-04 18:38:11.798,20.27601981,2023-08-04 18:38:11.614,40.94401981,2023-08-04 18:38:11.838,31.077686476666663,,0.224,,0.336,,0.56,,32.831,,normogravity,5,
,,52.87301981,2023-08-04 18:38:12.358,20.06301981,2023-08-04 18:38:12.174,40.67301981,2023-08-04 18:38:12.398,31.065686476666663,,0.224,,0.336,,0.56,,32.81,,normogravity,5,
,,52.72401981,2023-08-04 18:38:12.918,20.16201981,2023-08-04 18:38:12.734,40.56801981,2023-08-04 18:38:12.958,31.11001981,,0.224,,0.224,,0.56,,32.562,,normogravity,5,
,,52.20101981,2023-08-04 18:38:13.478,20.30301981,2023-08-04 18:38:13.182,39.95101981,2023-08-04 18:38:13.518,30.69235314333333,,0.336,,0.232,,0.56,,31.898,,normogravity,5,
,,52.26401981,2023-08-04 18:38:14.038,19.93801981,2023-08-04 18:38:13.750,39.70601981,2023-08-04 18:38:14.078,30.770686476666665,,0.328,,0.336,,0.56,,32.326,,normogravity,5,
,,51.54801981,2023-08-04 18:38:14.598,20.02401981,2023-08-04 18:38:14.414,39.93901981,2023-08-04 18:38:14.638,30.55001981,,0.224,,0.312,,0.56,,31.524,,normogravity,5,
,,52.44501981,2023-08-04 18:38:15.158,20.05101981,2023-08-04 18:38:14.950,40.56201981,2023-08-04 18:38:15.198,30.575686476666665,,0.248,,0.232,,0.56,,32.394,,normogravity,5,
,,52.39501981,2023-08-04 18:38:15.718,19.64101981,2023-08-04 18:38:15.430,39.88201981,2023-08-04 18:38:15.758,30.871686476666667,,0.328,,0.32,,0.56,,32.754000000000005,,normogravity,5,
,,52.54801981,2023-08-04 18:38:16.278,20.11001981,2023-08-04 18:38:16.078,40.10701981,2023-08-04 18:38:16.318,30.69935314333333,,0.24,,0.336,,0.56,,32.438,,normogravity,5,
