average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg),hypogravity_parabola
,,44.17103163,2023-08-04 16:58:56.814,24.46303163,2023-08-04 16:58:56.606,35.10803163,2023-08-04 16:58:56.862,30.98903163,,0.256,,0.32,,0.568,,19.708,,5
,,43.60603163,2023-08-04 16:58:57.382,24.39803163,2023-08-04 16:58:57.182,34.79603163,2023-08-04 16:58:57.430,30.854698296666665,,0.248,,0.312,,0.568,,19.208,,5
,,46.63103163,2023-08-04 16:58:57.950,24.47903163,2023-08-04 16:58:57.742,35.47003163,2023-08-04 16:58:57.998,31.969031629999996,,0.256,,0.312,,0.568,,22.152,,5
,,44.80803163,2023-08-04 16:58:58.518,24.63803163,2023-08-04 16:58:58.310,35.44003163,2023-08-04 16:58:58.558,31.36403163,,0.248,,0.312,,0.56,,20.17,,5
,,45.87603163,2023-08-04 16:58:59.078,24.64203163,2023-08-04 16:58:58.870,35.42403163,2023-08-04 16:58:59.126,31.69203163,,0.256,,0.312,,0.568,,21.234,,5
,,45.19103163,2023-08-04 16:58:59.646,24.60003163,2023-08-04 16:58:59.438,36.22603163,2023-08-04 16:58:59.694,31.53636496333333,,0.256,,0.304,,0.56,,20.591,,5
,,44.65703163,2023-08-04 16:59:00.206,24.70903163,2023-08-04 16:58:59.998,34.88703163,2023-08-04 16:59:00.254,31.323698296666663,,0.256,,0.232,,0.568,,19.948,,5
,,45.25403163,2023-08-04 16:59:00.774,24.65703163,2023-08-04 16:59:00.486,35.11803163,2023-08-04 16:59:00.822,31.58203163,,0.336,,0.232,,0.568,,20.597,,5
,,45.59003163,2023-08-04 16:59:01.342,24.74603163,2023-08-04 16:59:01.054,35.36603163,2023-08-04 16:59:01.382,31.735364963333332,,0.328,,0.232,,0.56,,20.844,,5
,,44.83003163,2023-08-04 16:59:01.902,24.80803163,2023-08-04 16:59:01.614,35.52703163,2023-08-04 16:59:01.950,31.53203163,,0.336,,0.224,,0.568,,20.022,,5
,,45.68903163,2023-08-04 16:59:02.470,24.88303163,2023-08-04 16:59:02.174,35.03203163,2023-08-04 16:59:02.510,31.70836496333333,,0.336,,0.232,,0.56,,20.806,,5
,,45.82203163,2023-08-04 16:59:03.030,24.71803163,2023-08-04 16:59:02.742,35.26103163,2023-08-04 16:59:03.078,31.74203163,,0.336,,0.224,,0.568,,21.104,,5
,,44.02203163,2023-08-04 16:59:03.598,24.70203163,2023-08-04 16:59:03.302,34.21703163,2023-08-04 16:59:03.638,31.256698296666663,,0.336,,0.232,,0.56,,19.32,,5
,,43.82803163,2023-08-04 16:59:04.158,24.87403163,2023-08-04 16:59:03.870,34.62403163,2023-08-04 16:59:04.198,31.066698296666665,,0.328,,0.232,,0.56,,18.954,,5
,,45.33703163,2023-08-04 16:59:04.718,24.68603163,2023-08-04 16:59:04.430,35.13803163,2023-08-04 16:59:04.766,31.616364963333332,,0.336,,0.224,,0.568,,20.651,,5
,,45.35803163,2023-08-04 16:59:05.286,24.75603163,2023-08-04 16:59:04.990,34.95903163,2023-08-04 16:59:05.326,31.669364963333333,,0.336,,0.232,,0.56,,20.602,,5
,,45.31603163,2023-08-04 16:59:05.846,24.82503163,2023-08-04 16:59:05.558,36.03303163,2023-08-04 16:59:05.886,31.59603163,,0.328,,0.224,,0.56,,20.491,,5
,,45.42403163,2023-08-04 16:59:06.406,24.73603163,2023-08-04 16:59:06.110,35.26303163,2023-08-04 16:59:06.454,31.701364963333333,,0.344,,0.224,,0.56,,20.688,,5
,,43.66403163,2023-08-04 16:59:06.966,24.84003163,2023-08-04 16:59:06.678,34.24603163,2023-08-04 16:59:07.014,30.96136496333333,,0.336,,0.312,,0.568,,18.824,,5
,,44.93103163,2023-08-04 16:59:07.534,24.61003163,2023-08-04 16:59:07.326,36.06303163,2023-08-04 16:59:07.574,,,0.248,,,,,,20.321,,5
